coaster_name,Length,Location,Status,Manufacturer,Height restriction,Model,Lift/launch system,Cost,Trains,Park section,Duration,Capacity,Designer,Max vertical angle,Drop,Soft opening date,Fast Lane available,Replaced,Track layout,Fastrack available,Closing date,Opened,Replaced by,Website,Flash Pass Available,Must transfer from wheelchair,Theme,Single rider line available,Restraint Style,Flash Pass available,Acceleration,Restraints,Name,year_introduced,latitude,longitude,Type_Main,opening_date_clean,speed1,speed2,speed1_value,speed1_unit,speed_mph,height_value,height_unit,height_ft,Inversions_clean,Gforce_clean
Streamliner Coaster,278.8 ft (85.0 m),Six Flags Fiesta Texas,Operating,Vekoma,36 in (91 cm),Junior Coaster (85m),,,Single train with 5 cars. Riders are arranged 2 across in a single row for a total of 10 riders per train.,Kidzopolis,,670 riders per hour,,,,,,,Oval,,,,,,,,,,,,,,,1992,29.5965,-98.6099,Steel,3/14/1992,,,,,,,,,0,
Vortex (Carowinds),"2,040 ft (620 m)",Carowinds,Operating,Bolliger & Mabillard,54 in (137 cm),Stand-Up,Chain lift hill,$5.5 million[1],,Carousel Park,2:19,,Werner Stengel,,,,Fast Lane available,,,,,,,,,,,,,,,,,1992,35.1036,-80.9416,Steel,3/14/1992,50 mph ,80 km/h,50,mph,50,90,ft,,2,
Batman The Escape,"2,300 ft (700 m)",Other,,Intamin,54 in (137 cm),,,,2 trains with 5 cars. Riders are arranged 4 across in a single row for a total of 20 riders per train.,,2:18,,,,85 ft (26 m),,,Sarajevo Bobsleds,,,,,,,,,,,,,,,,1993,,,Steel,,55 mph ,89 km/h,55,mph,55,90,ft,,1,3.4
Batman: The Ride,"2,693 or 2,700 ft (821 or 823 m)",Other,,Bolliger & Mabillard,54 in (137 cm),Inverted Coaster – Batman,Chain lift hill,,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,1:45,1280–1400[1][2] riders per hour,Werner Stengel,,84.5 ft[3],,,,,,,,,,,,,Single rider line available,Over-the-shoulder,Flash Pass available,,,,1993,,,Steel,,50 mph ,80 km/h,50,mph,50,100,ft,,5,4
Bocaraca,"1,148.3 ft (350.0 m)",Other,,Vekoma,48 in (122 cm),Whirlwind,Chain lift hill,,Single train with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,,,,,,,,Jet Star,,,,,,,,,,,,,,,,1993,,,Steel,,37.3 mph ,60.0 km/h,37.3,mph,37.3,64,ft,,2,
Canyon Blaster (Adventuredome),"2,423 ft (739 m)",Adventuredome,Operating,Arrow Dynamics,48 in (122 cm),,Chain,,,2nd Level,1:30,,,53°,66 ft (20 m),,,,,,,,,,,,,,,,,,,1993,36.1381,-115.1664,Steel,8/23/1993,41 mph ,66 km/h,41,mph,41,94,ft,,4,3.5
Cosmic Coaster (Worlds of Fun),444 ft (135 m),Worlds of Fun,Operating,Preston & Barbieri,,Wacky Worm,,,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Planet Snoopy,0:55,,,,,,,,,,,,,,,,,,,,,,,1993,39.1723,-94.4889,Steel,4/3/1993,,,,,,,,,0,
Flight Deck (California's Great America),"2,260 ft (690 m)",California's Great America,Operating,Bolliger & Mabillard,54 in (137 cm),Custom,,,2 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,Orleans Place,2:26,1330 riders per hour,Werner Stengel,,91 ft (28 m),,Fast Lane available,,,,,,,,,,,,,,,,,1993,37.3981,-121.9718,Steel,3/20/1993,50 mph ,80 km/h,50,mph,50,102,ft,,3,4.5
Gadget's Go Coaster,679.2 ft (207.0 m),Other,,Vekoma,35 in (89 cm),Junior Coaster (207m),,,2 trains with 8 cars. Riders are arranged 2 across in 2 rows for a total of 32 riders per train.,,0:44,780 riders per hour,Walt Disney Imagineering,,,,,,,,,,,,,,,,,,,,,1993,,,Steel,,21.7 mph ,34.9 km/h,21.7,mph,21.7,27.9,ft,,0,
Hundeprutterutchebane,128 m (420 ft),BonBon-Land,Operating,Zierer,,Force - One,,,,,,650 riders per hour,,,,,,,,,,,,,,,,,,,,,,1993,55.2599,11.8639,Steel,1/1/1993,30 km/h ,19 mph,30,km/h,18.6,4.5,m,14.8,0,
Indiana Jones et le Temple du Péril,"600 m (2,000 ft)",Disneyland Park (Paris),Operating,Intamin,140 cm (4 ft 7 in),Looping Coaster,Chain lift hill,,7 trains with 2 cars. Riders are arranged 2 across in 3 rows for a total of 12 riders per train.,Adventureland,1:15,,Walt Disney Imagineering,,,,,,Pinfari TL-59,,,,,Official website,,Must transfer from wheelchair,Indiana JonesRunaway Mine Train,,,,,,,1993,,,Steel,7/30/1993,36 mph ,58 km/h,36,mph,36,59,ft,,1,
Kumba (roller coaster),"3,978 ft (1,212 m)",Busch Gardens Tampa Bay,Operating,Bolliger & Mabillard,54 in (137 cm),Sitting Coaster,Chain lift hill,,4(3 max. in use) trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Congo,2:54,"1,700 riders per hour",Werner Stengel,,135 ft (41 m),,,,,,,,,,,,,,,,,,,1993,28.0397,-82.4231,Steel,4/20/1993,60 mph ,97 km/h,60,mph,60,143,ft,,7,3.8
Lightnin' Loops,635 ft (194 m),Other,,Arrow Development,44 in (112 cm),,,,,,1:06,,,,47 ft (14 m),,,,Interlocking Shuttle Loop,,,,,,,,,,,,,,,1993,40.1358,-74.4437,Steel,,45 mph ,72 km/h,45,mph,45,56,ft,,1,4
Lightning Bolt (roller coaster),"2,400 ft (730 m)",MGM Grand Adventures Theme Park,Removed,Intamin,,Family roller coaster,2 lift hills,,2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,,,Ing.-Büro Stengel GmbH,,60 ft (18 m),,,,,,4-Sep-00,,,,,,,,,,,,,1993,,,Other,1/1/1993,35 mph ,56 km/h,35,mph,35,69,ft,,0,
Outlaw (roller coaster),"2,800 ft (850 m)",Adventureland (Iowa),Operating,Custom Coasters International,42 in (107 cm),,Chain-lift,"US$2,000,000[1]",,Outlaw Gulch,2 minutes,,,,,,,,,,,,,,,,,,,,,,,1993,41.6491,-93.5006,Wood,4/24/1993,48 mph ,77 km/h,48,mph,48,67,ft,,0,3.2
Superman: Krypton Coaster (Six Flags Mexico),,Other,In Production,Vekoma,110 cm (3 ft 7 in),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,,,Steel,,,,,,,,,,0,
Thunderation,"3,022 ft (921 m)",Silver Dollar City,Operating,Arrow Dynamics,42 in (107 cm),Mine train,Chain lift hill,,2 trains with 6 cars. Riders are arranged 2 across in 3 rows for a total of 36 riders per train.,,2:10,,,,,,,,Terrain,,,,,,,,,,,,,,,1993,36.6684,-93.3379,Steel,4/10/1993,48 mph ,77 km/h,48,mph,48,81,ft,,0,
Top Gun (Kings Island),"2,352 ft (717 m)",Kings Island,Operating,Arrow Dynamics,48 in (122 cm),Suspended Coaster,Chain lift hill,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,Action Zone,1:52,"1,200 riders per hour",,45°,70 ft (21 m),,,,Terrain,,,,,,,,,,,,,,,1993,39.3476,-84.2652,Steel,4/9/1993,51 mph ,82 km/h,51,mph,51,78,ft,,0,2.9
Wild Mouse (Idlewild),"1,640 ft (500 m)",Idlewild and Soak Zone,Operating,Vekoma,48 in (122 cm),,Chain lift,,,,,,,,,,,,Wild mouse,,,,,,,,,,,,,,,1993,40.2598,-79.2799,Steel,1/1/1985,30 mph ,48 km/h,30,mph,30,56,ft,,0,
Batman: The Ride,"2,693 or 2,700 ft (821 or 823 m)",Other,,Bolliger & Mabillard,54 in (137 cm),Inverted Coaster – Batman,Chain lift hill,,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,1:45,1280–1400[1][2] riders per hour,Werner Stengel,,84.5 ft[3],,,,,,,,,,,,,Single rider line available,Over-the-shoulder,Flash Pass available,,,,1994,,,Steel,,50 mph ,80 km/h,50,mph,50,100,ft,,5,4
The Comet (Great Escape),"4,197 ft (1,279 m)",Great Escape,Operating,Philadelphia Toboggan Coasters,48 in (122 cm),Wooden track coaster,Chain lift hill,,2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,Fest Area,2:00,720 riders per hour,Herbert Paul Schmeck,,87 ft (27 m),,,,Double Out and Back,,,,,,,,,,,,,,,1994,43.3514,-73.6851,Wood,1/1/1948,55 mph ,89 km/h,55,mph,55,95,ft,,0,
Condor (roller coaster),"662 m (2,172 ft)",Walibi Holland,Operating,Vekoma,140–200 cm (4 ft 7 in–6 ft 7 in),Suspended Looping Coaster,Chain Lift Hill,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Exotic,2:02,900 riders per hour,,,,,,,,,,,,,,,,,,,,,,1994,52.4404,5.7615,Steel,5/1/1994,80 km/h ,50 mph,80,km/h,49.7,31,m,101.7,5,4.5
Corkscrew (Playland),"2,400 ft (730 m)",Playland,Removed,Vekoma,48 in (122 cm),Corkscrew with Bayerncurve,,,,,1:29,,,,68 ft (21 m),,,,,,2018,,,,,,,,,,,,,1994,49.2839,-123.0357,Steel,1/1/1994,40 mph ,64 km/h,40,mph,40,75,ft,,2,
Desperado (roller coaster),"5,843 ft (1,781 m)",Primm Valley Resorts,Closed,Arrow Dynamics,52 in (132 cm),Hypercoaster,Chain,"$30,000,000 ",3 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Old Western Times,2:43,900 riders per hour,Ron Toomer,60°,225 ft (69 m),,,,Ron Toomer,,,,,,,,,,,,,,,1994,35.6142,-115.3844,Steel,8/11/1994,80 mph ,130 km/h,80,mph,80,209,ft,,0,4
Diavlo,"2,606 ft (794 m)",Himeji Central Park,Operating,Bolliger & Mabillard,,Inverted Coaster (Batman),,,,,1:48,,,,,,,,,,,,,,,,,,,,,,,1994,34.8755,134.7637,Steel,7/1/1994,48.5 mph ,78.1 km/h,48.5,mph,48.5,108.25,ft,,5,
Hakugei (roller coaster),"1,530 m (5,020 ft)",Nagashima Spa Land,Operating,Rocky Mountain Construction,130 cm (4 ft 3 in),I-Box Track,Chain lift hill,"¥2,800,000,000",3 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,,80°,,,,,,,,,,Official website,,,,,,,,,,1994,35.0303,136.7347,Steel,3/28/2019,107 km/h ,66 mph,107,km/h,66.5,55,m,180.4,3,4
Hoosier Hurricane,"2,891 ft (881 m)",Indiana Beach,Operating,Custom Coasters International,48 in (122 cm),,Chain,,2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,,,Dennis McNulty Larry Bill,,98 ft (30 m),,,,Wood,,,,,,,,,,,,,,,1994,40.7903,-86.7706,Wood,5/27/1994,51 mph ,82 km/h,51,mph,51,77,ft,,0,
Hurler (roller coaster),"3,157 ft (962 m)",Other,,"International Coasters, Inc.",48 in (122 cm),,Chain lift hill,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,2:00,1100 riders per hour,,,,,Fast Lane available,,Triple out and back,,"November 1, 2015",,Twisted Timbers,,,,,,,,,,,1994,,,Wood,,50 mph ,80 km/h,50,mph,50,83,ft,,0,4.1
Nemesis (roller coaster),"716 m (2,349 ft)",Alton Towers,Operating,Bolliger & Mabillard,140 cm (4 ft 7 in),Inverted Coaster – Custom,Chain lift hill,£10 million,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Forbidden Valley,1:20,1200 riders per hour,Werner Stengel,,31.7 m (104 ft),16 March 1994[1],,,Terrain,Fastrack available,,,,Official website,,,,,,,,,,1994,52.9869,-1.8828,Steel,3/19/1994,81 km/h ,50 mph,81,km/h,50.3,13,m,42.7,4,3.5
Raptor (Cedar Point),"3,790 ft (1,160 m)",Cedar Point,Operating,Bolliger & Mabillard,54 in (137 cm),Inverted Coaster - Raptor,Chain lift hill,"$11,500,000 - $12,000,000",3 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,Main Midway,2:16,"1,600 riders per hour",Werner Stengel,45°,119 ft (36 m),6-May-94,Fast Lane available,Mill Race,,,,,,,,,,,,,,,,1994,41.479,-82.6818,Steel,5/7/1994,57 mph ,92 km/h,57,mph,57,137,ft,,6,
Roller Skater (roller coaster),679.2 ft (207.0 m),Kentucky Kingdom,Operating,Vekoma,,Junior Coaster (207m),,$1.2 Million,Single train with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,,0:50,780 riders per hour,,,,,,,,,,,,,,,,,,,,,,1994,38.1967,-85.7476,Steel,4/15/1994,21.7 mph ,34.9 km/h,21.7,mph,21.7,27.9,ft,,0,
Shockwave (Drayton Manor),"1,640 ft (500 m)",Drayton Manor Theme Park,Operating,Intamin,55 in (140 cm),Stand-up roller coaster,Chain lift hill,£4 million,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,Action Park,2:00,,Werner Stengel Mark Golding,,105 ft (32 m),,,,Out and back,,,,,,,,,,,,,,,1994,52.6125,-1.7161,Steel,3/26/1994,53 mph ,85 km/h,53,mph,53,119.7,ft,,4,4
The Big One (roller coaster),"5,497 ft (1,675 m)",Blackpool Pleasure Beach,Operating,Arrow Dynamics,52 in (132 cm),Hyper Coaster,Chain lift hill,£12 million,3 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,,3:00,"1,700 riders per hour",Ron Toomer,65°,205 ft (62 m),,,,,,,,,,,,,,,,,,,1994,53.7892,-3.0553,Steel,5/28/1994,74 mph ,119 km/h,74,mph,74,213,ft,,0,3.5
Titan (Space World),"5,019 ft (1,530 m)",Space World,Removed,Arrow Dynamics,48 in (122 cm),Hypercoaster,chain lift hill,,,,2:25,1500 riders per hour,Werner Stengel,60°,178 ft (54 m),,,,,,31-Dec-17,,,,,,,,,,,,,1994,33.8748,130.8134,Steel,3/5/1994,71.5 mph ,115.1 km/h,71.5,mph,71.5,166,ft,,0,3.7
White Canyon (roller coaster),"3,608.9 ft (1,100.0 m)",Yomiuriland,Removed,TOGO,51 in (130 cm),,,,2 trains with 7 cars. Riders are arranged 2 across in 2 rows for a total of 28 riders per train.,,2:12,"1,008 riders per hour",John Pierce AssociatesRoller Coaster Corporation of AmericaD. H. Morgan Manufacturing,53°,95 ft (29 m),,,,Cyclone,,"January 14, 2013",,,,,,,,,,,,,1994,35.6258,139.5214,Wood,4/9/1994,52.4 mph ,84.3 km/h,52.4,mph,52.4,116,ft,,0,3.5
Zach's Zoomer,,Michigan's Adventure,Operating,Custom Coasters International,40 in (102 cm),,Chain Lift Hill,,Single train with 5 cars. Riders are arranged 2 across in 2 rows for a total of 20 riders per train.,,1:20,450 riders per hour,,40°,,,Fast Lane available,,,,,,,,,,,,,,,,,1994,43.3434,-86.2809,Wood,7/22/1994,,,,,,,,,0,
Arkham Asylum – Shock Therapy,"765 m (2,510 ft)",Warner Bros. Movie World,SBNO December 2019,Vekoma,140 cm (4 ft 7 in),Suspended Looping Coaster (765m Extended w/ Helix),Chain lift hill,"A$16,000,000",2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,,1:42,1010 riders per hour,Vekoma,,,,,,,,December 2019,,,,,,,,,,,,,1995,-27.9083,153.3119,Steel,12/26/1995,88 km/h ,55 mph,88,km/h,54.7,33.3,m,109.3,5,4
Back at the Barnyard Hayride,,Nickelodeon Universe,Operating,Zamperla,,Dragon,Powered,,,,1:30,200 riders per hour,,,,,,,Loop,,,,,,,,,,,,,,,1995,44.8542,-93.2422,Steel,1/1/1995,,,,,,,,,0,
Batman: The Ride,"2,693 or 2,700 ft (821 or 823 m)",Other,,Bolliger & Mabillard,54 in (137 cm),Inverted Coaster – Batman,Chain lift hill,,2 trains with 8 cars. Riders are arranged 4 across in a single row for a total of 32 riders per train.,,1:45,1280–1400[1][2] riders per hour,Werner Stengel,,84.5 ft[3],,,,,,,,,,,,,Single rider line available,Over-the-shoulder,Flash Pass available,,,,1995,,,Steel,,50 mph ,80 km/h,50,mph,50,100,ft,,5,4
The Gold Coaster,"900 m (3,000 ft)",Other,,Arrow Dynamics,120–205 cm (3 ft 11 in–6 ft 9 in),,Chain lift hill,,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Ocean Parade,,400 riders per hour,,,,,,,,,27 January 2001,,,Official website,,,Circa 1970s Gold Coast,,,,,,,1995,,,Steel,,85 km/h ,53 mph,85,km/h,52.8,40,m,131.2,2,3
Cactus Coaster,,Other,,Allan Herschell Company,,Little Dipper,,,,,,100 riders per hour,,,,,,Wild Kitty (1991-2012),Oval,,,,,,,,,,,,,,,1995,,,Steel,,,,,,,12,ft,,0,
Cannonball Express (roller coaster),"1,738 ft (530 m)",Pleasurewood Hills,Operating,Anton Schwarzkopf,,Jumbo V,Tire lift hill,,,,2:00,300 riders per hour,Werner Stengel,,,,,,,,,,,,,,,,,,,,,1995,52.5062,1.7451,Steel,1/1/1995,34 mph ,55 km/h,34,mph,34,53,ft,,0,
Cannonball Run (roller coaster),"1,700 ft (520 m)",Waterville USA,Removed,Custom Coasters International,42 in (107 cm),,Chain lift hill,,,,,,,,,,,,Out & Back,,2018[1],,,,,,,,,,,,,1995,30.2585,-87.6859,Wood,1/1/1995,43 mph ,69 km/h,43,mph,43,65,ft,,0,
Cobra (La Ronde),"2,575 ft (785 m)",Other,,Intamin,54 in (137 cm),Stand-up roller coaster,Chain lift hill,,2 trains with 6 cars. Riders are arranged 4 across in a single row for a total of 24 riders per train.,,,,,,87 ft (27 m),,,,,,,,,,Flash Pass Available,,,,,,,,,1995,,,Steel,,48 mph ,77 km/h,48,mph,48,87,ft,,1,
Comet Express,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,,,Other,,,,,,,,,,0,
Cyclops (roller coaster),"1,900 ft (580 m)",Mt. Olympus Water & Theme Park,Operating,Custom Coasters International,48 in (122 cm),,Chain,"$7,000,000 ",,,1:00,,"Dennis McNulty, Larry Bill",52°,75 ft (23 m),,,,Terrain,,,,,,,,,,,,,,,1995,43.6161,-89.7897,Wood,1/1/1995,58 mph ,93 km/h,58,mph,58,70,ft,,0,4.2
Dragon Khan,"1,285 m (4,216 ft)",PortAventura Park,Operating,Bolliger & Mabillard,140–195 cm (4 ft 7 in–6 ft 5 in),Sitting Coaster,Chain lift hill,,,,1:45,,John Wardley (layout) Ing.-Büro Stengel GmbH (mechanical role),,49.1 m (161 ft),,,,,,,,,,,,,,,,,,,1995,41.0875,1.1608,Steel,5/2/1995,104.6 km/h ,65.0 mph,104.6,km/h,65,45.1,m,148,8,4
Eurostar (roller coaster),"2,769.02 ft (844.00 m)",Other,,Intamin,54 in (137 cm),Portable Inverted Coaster,Chain lift hill,"$20,000,000 ",3 trains with 7 cars. Riders are arranged 4 across in a single row for a total of 28 riders per train.,,2:20,1200 riders per hour,Werner Stengel,45°,90.56 ft (27.60 m),,,,,,,,,,,,,,,,,,,1995,,,Steel,,50.2 mph ,80.8 km/h,50.2,mph,50.2,98.91,ft,,4,5.2
Flight Deck (Canada's Wonderland),"689.01 m (2,260.5 ft)",Canada's Wonderland,Operating,Vekoma,132–198 cm (4 ft 4 in–6 ft 6 in),SLC (689m Standard),Chain lift,,2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Grande World Exposition of 1890,1:28,1040 riders per hour,,,,,Fast Lane available,,,,,,,,,,,,,,,,,1995,43.8412,-79.539,Steel,1/1/1995,79.99 km/h ,49.70 mph,79.99,km/h,49.7,33.31,m,109.3,5,
The Great Nor'easter,"2,170 ft (660 m)",Morey's Piers,Operating,Vekoma,52 in (132 cm),Suspended Looping Coaster-Custom,Chain lift hill,"$5,500,000 USD",2 trains with 10 cars. Riders are arranged 2 across in a single row for a total of 20 riders per train.,Surfside Pier,2:05,1200 riders per hour,,,95 ft (29 m),,,,,,,,,,,,,,,,,,,1995,38.9893,-74.8023,Steel,5/26/1995,55 mph ,89 km/h,55,mph,55,115,ft,,5,
Jaguar!,"2,602 ft (793 m)",Knott's Berry Farm,Operating,Zierer,48 in (122 cm),Tivoli,Two Drive Tire Lifts,"$10,000,000[1]",2 trains with 15 cars. Riders are arranged 2 across in a single row for a total of 30 riders per train.,Fiesta Village,2:00,1800 riders per hour,Ingenieur Büro Stengel GmbH,25°,45 ft (14 m),,Fast Lane available,,,,,,,,,,,,,,,,,1995,33.8458,-117.9992,Steel,6/17/1995,35 mph ,56 km/h,35,mph,35,65,ft,,0,
The Raven (roller coaster),"2,800 ft (850 m)",Holiday World & Splashin' Safari,Operating,Custom Coasters International,48[1] in (122 cm),,Chain Lift Hill,"US$2,000,000",2 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Halloween,1:30,960 riders per hour,"Dennis McNulty, Larry Bill",,85 ft (26 m),,,,Terrain,,,,,,,Must transfer from wheelchair,,,,,,,,1995,38.1194,-86.9152,Wood,5/6/1995,50 mph ,80 km/h,50,mph,50,110,ft,,0,
Sidewinder (Elitch Gardens),635 ft (194 m),Other,,Arrow Dynamics,48 in (122 cm),Launched Loop,Launch,,Single train with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,,1:06,400 riders per hour,Arrow Dynamics,47°,47 ft (14 m),,,,Shuttle Loop,,1989,,,,,,,,,,,,,1995,,,Steel,,45 mph ,72 km/h,45,mph,45,56,ft,,1,4
Space Mountain: De la Terre à la Lune,"3,281 ft (1,000 m)",Disneyland Park (Paris),Operating,Vekoma,47.2 in (120 cm),,Electric Winch Launch / Booster wheels (second lift),,5 trains with 6 cars. Riders are arranged 2 across in 2 rows for a total of 24 riders per train.,Discoveryland,2:15,2400 riders per hour,Walt Disney ImagineeringWerner Stengel,,,,,,,,,,,,,Must transfer from wheelchair,,Single rider line available,,,,,,1995,48.8741,2.7793,Steel,5/7/2017,44 mph ,71 km/h,44,mph,44,105,ft,,3,
Space Shuttle (roller coaster),935 ft (285 m),Enchanted Kingdom,Operating,Vekoma,,Boomerang,Chain lift hill,,,Spaceport,1:48,760 riders per hour,,,,,,,,,,,,,,,,,,,,,,1995,14.2819,121.0954,Steel,7/28/1995,47 mph ,76 km/h,47,mph,47,116.6,ft,,3,5.2
T2 (roller coaster),"2,171.9 ft (662.0 m)",Kentucky Kingdom,Operating,Vekoma,52–79 in (132–201 cm),SLC (662m Prototype),Chain lift hill,,2 trains with 7 cars. Riders are arranged 2 across in a single row for a total of 14 riders per train.,,1:36,900 riders per hour,,,,,,,,,,,,,,,,,,,,,,1995,38.1941,-85.747,Steel,4/8/1995,49.7 mph ,80.0 km/h,49.7,mph,49.7,101.7,ft,,5,
Twister II,"4,640 ft (1,410 m)",Elitch Gardens,Operating,Hensel Phelps Construction,48 in (122 cm),custom,Chain lift hill,,2 trains with 4 cars. Riders are arranged 2 across in 3 rows for a total of 24 riders per train.,,2:17,1200 riders per hour,John Pierce,56°,91 ft (28 m),,,,Twister,,,,,,,,,,,,,,,1995,39.7464,-105.0144,Wood,5/27/1995,55 mph ,89 km/h,55,mph,55,100,ft,,0,3.1
Viper (Six Flags Great Adventure),"1,670 ft (510 m)",Six Flags Great Adventure,Removed,TOGO,54 in (137 cm),Sitdown Looping,Chain lift hill,$4 million,3 trains with 4 cars. Riders are arranged 2 across in 2 rows for a total of 16 riders per train.,Frontier Adventures,2:24,,,,,,,Ultra Twister,Twister,,"September 6, 2004",,El Toro,,,,,,,,,,,1995,40.139,-74.435,Steel,6/2/1995,48 mph ,77 km/h,48,mph,48,88.6,ft,,2,
Viper (Six Flags Great America),"3,458 ft (1,054 m)",Six Flags Great America,Operating,Six Flags,48 in (122 cm),,Chain lift hill,,2 trains with 5 cars. Riders are arranged 2 across in 3 rows for a total of 30 riders per train.,Southwest Territory,1:45,1000 riders per hour,Six Flags,53°,80 ft (24 m),,,,Coney Island Cyclone (mirror image),,,,,,Flash Pass Available,Must transfer from wheelchair,,,,,,,,1995,42.3681,-87.9372,Wood,4/29/1995,50 mph ,80 km/h,50,mph,50,100,ft,,0,3.6
Viper (Six Flags Over Georgia),,Other,Discontinued,Anton Schwarzkopf,,,,,,,,1300 riders per hour,Werner Stengel & Reinhold Spieldiener,,,,,,,,,,,,,,,,,,,,,1995,,,Other,,,,,,,,,,2,
Backyardigans: Mission to Mars,207 m (679 ft),Movie Park Germany,Operating,Vekoma,99 cm (3 ft 3 in),Junior Coaster (207m),,,Single train with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Nickland,0:44,780 riders per hour,,,,29-Jun-96,,,,,31 October 20042007,,,,,,,,,,,,,1996,51.6198,6.976,Steel,6/30/1996,34.9 km/h ,21.7 mph,34.9,km/h,21.7,8.5,m,27.9,0,
The Barnstormer,207 m (679 ft),Magic Kingdom,Operating,Vekoma,35 in (89 cm),Junior Coaster (Custom),Chain lift hill,,2 trains with 8 cars. Riders are arranged 2 across in a single row for a total of 16 riders per train.,Fantasyland - Storybook Circus,1:00,,Walt Disney Imagineering,,,,,,,,"February 12, 2011 (Barnstormer)",,,,,Must transfer from wheelchair,,,,,,,,1996,28.4205,-81.5784,Steel,10/1/1996,40.2 km/h ,25.0 mph,40.2,km/h,25,9.1,m,29.9,0,
